procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1030464 165871392  30308 772479936    0    0     0     0 10869 4358  3  0 97  0  0
 6  0 1030464 165870320  30308 772480128    0    0     0   171 12056 5446  3  0 97  0  0
 6  0 1030464 165871616  30308 772480128    0    0     0     3 47439 13880 15  0 85  0  0
133  0 1030464 165872000  30308 772480128    0    0     0    10 77465 19240 25  1 75  0  0
 6  0 1030464 165883776  30308 772480128    0    0     0     0 351874 13654 36  2 62  0  0
 6  0 1030464 165882032  30308 772480128    0    0     0     0 10966 4368  3  0 97  0  0
 6  0 1030464 165846176  30308 772480128    0    0     0   129 14747 5692  4  0 96  0  0
 6  0 1030464 165881216  30308 772480128    0    0     0    32 11672 4749  3  0 97  0  0
134  0 1030464 165880976  30308 772480128    0    0     0     0 12343 5115  3  0 97  0  0
 6  0 1030464 165881312  30308 772480128    0    0     0  1130 14061 5013  4  0 96  0  0
 7  0 1030464 165881376  30308 772480128    0    0     0    72 11402 4515  3  0 97  0  0
 6  0 1030464 165881504  30308 772480192    0    0     0  3760 14013 7253  4  0 96  0  0
 6  0 1030464 165881584  30308 772480192    0    0     0     0 11521 5902  3  0 97  0  0
 6  0 1030464 165881904  30308 772480192    0    0     0     0 13037 4238  4  0 96  0  0
 6  0 1030464 165882016  30308 772480192    0    0     0    42 12887 4837  4  0 96  0  0
 6  0 1030464 165882064  30308 772480192    0    0     0     0 11649 4782  3  0 97  0  0
 6  0 1030464 165882304  30308 772480192    0    0     0   116 14415 5354  4  0 96  0  0
 6  0 1030464 165882256  30308 772480192    0    0     0     0 11873 4279  3  0 96  0  0
 7  0 1030464 165885712  30308 772480256    0    0     0     7 11880 6094  3  0 97  0  0
 7  0 1030464 165885808  30308 772480256    0    0     0     3 68755 16295 19  0 81  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1030464 165885440  30308 772480256    0    0     0     0 89651 20529 25  1 74  0  0
 6  0 1030464 165887728  30308 772480256    0    0     0   142 332445 13000 33  2 65  0  0
 6  0 1030464 165889792  30308 772480256    0    0     0    18 11333 4779  3  0 97  0  0
 6  0 1030464 165890448  30308 772480256    0    0     0   413 13765 5707  4  0 96  0  0
 6  0 1030464 165891264  30308 772480256    0    0     0    53 12426 5369  3  0 97  0  0
 6  0 1030464 165891136  30308 772480256    0    0     0     3 11259 4715  3  0 97  0  0
 6  0 1030464 165890976  30308 772480256    0    0     0     0 12790 5815  4  0 96  0  0
 6  0 1030464 165891952  30308 772480256    0    0     0   140 11398 5206  3  0 97  0  0
 6  0 1030464 165892416  30308 772480256    0    0     0     0 11608 6151  3  0 97  0  0
 6  0 1030464 165891408  30308 772480256    0    0     0     0 12633 4918  4  0 96  0  0
 6  0 1030464 165890688  30308 772480256    0    0     0    14 11362 4635  3  0 97  0  0
 6  0 1030464 165890688  30308 772480256    0    0     0    64 13618 6203  4  0 96  0  0
 6  0 1030464 165889568  30308 772480320    0    0     0   196 13850 6030  3  0 97  0  0
 6  0 1030464 165890640  30308 772480320    0    0     0     9 11457 4611  3  0 97  0  0
 6  0 1030464 165899232  30308 772480320    0    0     0     3 13220 5232  4  0 96  0  0
 6  0 1030464 165899712  30308 772480320    0    0     0    47 11489 5326  3  0 97  0  0
 7  0 1030464 165896752  30308 772480320    0    0     0   121 11450 5486  3  0 97  0  0
 6  0 1030464 165896320  30308 772480320    0    0     0  1999 12314 5122  4  0 96  0  0
133  0 1030464 165896256  30308 772480320    0    0     0     0 35756 11318 11  0 89  0  0
133  0 1030464 165895968  30308 772480320    0    0     0   477 71808 18618 22  0 78  0  0
260  0 1030464 165173952  30308 772480320    0    0     0    95 287539 18761 34  2 64  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0 1030464 165867808  30308 772480448    0    0     0  3644 56039 25799  9  1 90  0  0
 8  0 1030464 165867024  30308 772480448    0    0     0  1680 27455 18134  3  0 96  0  0
 7  0 1030464 165865312  30308 772480448    0    0     0  1551 33965 18264  4  0 96  0  0
 7  0 1030464 165865024  30308 772480448    0    0     0     0 36024 18914  4  0 96  0  0
 7  0 1030464 165865600  30308 772480512    0    0     0     0 18673 19554  3  0 96  0  0
 6  0 1030464 165213824  30308 772784384    0    0     0     0 19556 14367  3  1 96  0  0
 6  0 1030464 165864816  30308 772480512    0    0     0 347784 43720 12194  4  0 96  0  0
 6  0 1030464 165865312  30308 772480512    0    0     0   238 16193 4648  3  0 97  0  0
 6  0 1030464 165866192  30308 772480512    0    0     0     3 12466 4898  4  0 96  0  0
 6  0 1030464 165867200  30308 772480512    0    0     0     0 10649 4190  3  0 97  0  0
 6  0 1030464 165882896  30308 772480512    0    0     0     0 14318 7225  3  0 97  0  0
 6  0 1030464 165883744  30308 772480512    0    0     0     0 12576 5617  4  0 96  0  0
 6  0 1030464 165883600  30308 772480512    0    0     0    16 10753 4244  3  0 97  0  0
 6  0 1030464 165883600  30308 772480512    0    0     0     2 11215 4466  3  0 97  0  0
 6  0 1030464 165883760  30308 772480512    0    0     0     0 12745 5294  4  0 96  0  0
134  0 1030464 165884176  30308 772480512    0    0     0   612 16718 5972  5  0 95  0  0
 7  0 1030464 165883392  30308 772480512    0    0     0     0 98386 21682 27  1 72  0  0
260  0 1030464 165688736  30308 772480512    0    0     0    96 324934 16873 33  1 66  0  0
 7  0 1030464 165884832  30308 772480512    0    0     0     0 78531 8733 19  1 80  0  0
 6  0 1030464 165885152  30308 772480512    0    0     0     0 11605 4693  3  0 97  0  0
 7  0 1030464 165884736  30308 772480512    0    0     0     0 11773 5996  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1030464 165883968  30308 772480576    0    0     0   146 15435 7897  4  0 96  0  0
 6  0 1030464 165883568  30308 772480576    0    0     0    37 13561 5888  3  0 97  0  0
 6  0 1030464 165896816  30308 772480576    0    0     0  2160 11713 4663  3  0 97  0  0
 6  0 1030464 165896928  30308 772480576    0    0     0     0 12119 4691  4  0 96  0  0
 6  0 1030464 165897440  30308 772480576    0    0     0    99 12095 4842  3  0 97  0  0
 6  0 1030464 165892368  30308 772480576    0    0     0   262 11672 5697  3  0 97  0  0
 6  0 1030464 165889808  30308 772480576    0    0     0     0 15990 5679  4  0 96  0  0
 6  0 1030464 165889632  30308 772480576    0    0     0   608 11461 4625  3  0 97  0  0
 7  0 1030464 165890640  30308 772480576    0    0     0   102 10894 4303  3  0 97  0  0
 7  0 1030464 165890832  30308 772480576    0    0     0   315 12409 5352  4  0 96  0  0
 6  0 1030464 165893360  30308 772480640    0    0     0     0 11373 5060  3  0 97  0  0
 6  0 1030464 165893360  30308 772480640    0    0     0    98 12129 4642  4  0 96  0  0
 6  0 1030464 165891104  30308 772480640    0    0     0     0 11960 4898  3  0 97  0  0
133  0 1030464 165887808  30308 772480640    0    0     0  1516 83938 17331 22  1 78  0  0
 7  0 1030464 165888480  30308 772480640    0    0     0     0 79807 19767 26  1 74  0  0
 6  0 1030464 165888048  30308 772480640    0    0     0     0 260098 6541 20  2 78  0  0
 6  0 1030464 165888112  30308 772480640    0    0     0    14 11504 5981  3  0 97  0  0
 6  0 1030464 165888080  30308 772480640    0    0     0     0 15681 5327  4  0 96  0  0
 6  0 1030464 165888064  30308 772480640    0    0     0   168 11240 4381  3  0 97  0  0
 6  0 1030464 165887872  30308 772480640    0    0     0     0 15430 4373  3  0 97  0  0
 7  0 1030464 165888848  30308 772480704    0    0     0     0 12345 5360  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1030464 165888000  30308 772480704    0    0     0     0 11975 4756  3  0 96  0  0
 6  0 1030464 165887952  30308 772480704    0    0     0    22 22080 6515  4  0 96  0  0
 6  0 1030464 165887872  30308 772480704    0    0     0   139 16474 4486  3  0 97  0  0
 6  0 1030464 165888848  30308 772480704    0    0     0    71 23736 4478  4  0 96  0  0
 6  0 1030464 165888176  30308 772480704    0    0     0     3 23383 6576  4  0 96  0  0
 6  0 1030464 165888576  30308 772480704    0    0     0    13 11250 4469  3  0 97  0  0
 6  0 1030464 165885936  30308 772480704    0    0     0    16 25880 9878  3  0 96  0  0
 6  0 1030464 165885600  30308 772480704    0    0     0  1986 32364 4893  4  0 96  0  0
 6  0 1030464 165885360  30308 772480704    0    0     0    80 12929 5617  4  0 96  0  0
 7  0 1030464 165884368  30308 772480704    0    0     0     0 80981 23096 25  1 75  0  0
262  0 1030464 165847056  30308 772480704    0    0     0    28 221791 23402 30  1 69  0  0
 7  0 1030464 165811776  30308 772480768    0    0     0   368 192421 12530 26  2 72  0  0
 7  0 1030464 165806528  30308 772480768    0    0     0     0 14035 5463  4  0 96  0  0
 7  0 1030464 165777056  30308 772480768    0    0     0   172 24919 8110  4  0 96  0  0
10  0 1030464 165769552  30308 772480768    0    0     0 347782 20253 6379  4  0 96  0  0
 8  0 1030464 165762880  30308 772480768    0    0     0    38 16077 6176  4  0 96  0  0
 8  0 1030464 165748160  30308 772480768    0    0     0   229 14639 7185  4  0 96  0  0
 9  0 1030464 165730912  30308 772480832    0    0     0   204 16383 9667  4  0 96  0  0
 8  0 1030464 165693072  30308 772480960    0    0     0   728 34833 25556  4  1 95  0  0
 9  0 1030464 165685936  30308 772480960    0    0     0    21 25109 19569  4  0 96  0  0
 8  0 1030464 165673568  30308 772481024    0    0     0     0 24430 20048  4  0 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0 1030464 165662336  30308 772481024    0    0     0     0 20841 18674  4  0 96  0  0
 9  0 1030464 165529360  30308 772481024    0    0     0  1575 22528 20326  4  0 95  0  0
 8  0 1030464 165335936  30308 772481024    0    0     0     3 28367 18899  5  1 95  0  0
 7  0 1030464 165330352  30308 772481088    0    0     0    32 21224 17867  4  0 96  0  0
 7  0 1030464 165324192  30308 772481088    0    0     0    84 15123 6461  4  0 96  0  0
55  0 1030464 165319168  30308 772481088    0    0     0     0 35553 9014  8  0 92  0  0
 7  0 1030464 165315488  30308 772481088    0    0     0     0 93383 18187 23  0 77  0  0
134  0 1030464 165314096  30308 772481088    0    0     0  1632 91875 23431 28  1 71  0  0
 8  0 1030464 165321824  30308 772481152    0    0     0     0 262470 11980 27  2 72  0  0
23  0 1030464 165172144  30308 772481152    0    0    40   648 51975 209305  5  2 94  0  0
20  0 1030464 165201600  30308 772481152    0    0     0   773 148852 406598  6  3 91  0  0
20  0 1030464 165142256  30308 772494464    0    0     0 13357 97049 424353  5  3 92  0  0
 8  0 1030464 165049920  30308 772500608    0    0     0  2063 46069 158795  4  1 94  0  0
 7  0 1030464 165058848  30308 772494464    0    0     0 34792 41336 30285  5  0 95  0  0
 7  0 1030464 165053568  30308 772494464    0    0     0   376 24247 5577  4  0 96  0  0
 7  0 1030464 165048112  30308 772494528    0    0     0     0 14288 5928  4  0 96  0  0
 7  0 1030464 165043520  30308 772494528    0    0     0     0 15138 5709  4  0 96  0  0
 7  0 1030464 165030912  30308 772494528    0    0     0     0 20609 5193  4  0 96  0  0
136  0 1030464 165029456  30308 772494528    0    0     0   148 33702 6358  4  0 96  0  0
 7  0 1030464 165062384  30308 772494528    0    0     0    14 18027 6358  4  0 96  0  0
 7  0 1030464 165057760  30308 772494528    0    0     0   154 15413 6041  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 1030464 165052944  30308 772494528    0    0     0     0 14409 5518  4  0 96  0  0
 7  0 1030464 165046560  30308 772494528    0    0     0    91 13253 5514  4  0 96  0  0
 7  0 1030464 165242032  30308 772494528    0    0     0   108 16412 9369  4  0 96  0  0
 7  0 1030464 165225568  30308 772494592    0    0     0     0 17108 8478  4  0 96  0  0
11  0 1030464 165098736  30308 772494592    0    0     0   766 92449 16963 18  0 82  0  0
135  0 1030464 165010000  30308 772494592    0    0     0    28 203753 21591 27  1 73  0  0
 8  0 1030464 165007808  30308 772494592    0    0     0  3375 708685 14251 39  3 58  0  0
 9  0 1030464 165002512  30308 772494592    0    0     0   180 16061 6293  5  0 95  0  0
 7  0 1030464 164997952  30308 772494592    0    0     0    18 12244 4841  4  0 96  0  0
 8  0 1030464 164992736  30308 772494592    0    0     0     0 13373 4742  4  0 96  0  0
 7  0 1030464 164987984  30308 772494592    0    0     0     0 13295 5323  4  0 96  0  0
 7  0 1030464 164983616  30308 772494592    0    0     0     2 11842 4742  4  0 96  0  0
 8  0 1030464 164976016  30308 772494592    0    0     0   215 14306 6351  4  0 96  0  0
 6  0 1030464 164961344  30308 772494592    0    0     0    31 11807 4712  3  0 97  0  0
 7  0 1030464 164959776  30308 772495104    0    0     0     0 12898 5727  3  0 97  0  0
 6  0 1030464 164960720  30308 772494592    0    0     0     0 14109 4954  4  0 96  0  0
 6  0 1030464 164961312  30308 772494592    0    0     0     0 10808 4287  3  0 97  0  0
 6  0 1030464 164961424  30308 772494592    0    0     0     0 11273 5256  3  0 97  0  0
 6  0 1030464 164961408  30308 772494592    0    0     0  1612 12939 5603  4  0 96  0  0
 6  0 1030464 165086224  30308 772494592    0    0     0    32 11943 6112  3  0 97  0  0
 6  0 1030464 165167552  30308 772494656    0    0     0     3 12141 4706  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
133  0 1030464 165153152  30308 772494656    0    0     0     0 105870 14771 18  0 81  0  0
 6  0 1030464 164531056  30308 772768640    0    0     0     0 109801 19653 28  1 71  0  0
 6  0 1030464 165149792  30308 772494720    0    0     0 166089 394630 38213 22  2 75  0  0
 6  0 1030464 165149824  30308 772494720    0    0     0     3 8957 3946  2  0 98  0  0
 8  0 1030464 165415520  30308 772498240    0    0     0     0 10307 5223  2  0 98  0  0
 6  0 1030464 165078640  30308 772498496    0    0     0    65 14676 4793  3  0 97  0  0
 6  0 1030464 165078624  30308 772498496    0    0     0     0 19084 4444  3  0 96  0  0
 6  0 1030464 165088240  30308 772498496    0    0     0 183904 14369 6152  4  0 96  0  0
 6  0 1030464 165087216  30308 772498496    0    0     0     0 15673 5917  4  0 96  0  0
 6  0 1030464 165087968  30308 772498496    0    0     0   121 14556 5264  4  0 96  0  0
 6  0 1030464 165088032  30308 772498496    0    0     0     3 12206 4721  4  0 96  0  0
 6  0 1030464 165088384  30308 772498496    0    0     0     0 11324 4660  3  0 97  0  0
 6  0 1030464 165082560  30308 772498560    0    0     0    32 14226 6058  3  0 97  0  0
 6  0 1030464 165122208  30308 772498560    0    0     0   214 77224 10274  4  0 96  0  0
 6  0 1030464 165128880  30308 772498560    0    0     0    52 13385 9092  3  0 96  0  0
 7  0 1030464 165097248  30308 772498688    0    0     0   865 38126 31043  4  1 95  0  0
 7  0 1030464 165100112  30308 772498688    0    0     0    25 20611 18906  4  0 95  0  0
134  0 1030464 165100400  30308 772498688    0    0     0     0 85813 30742 24  1 75  0  0
134  0 1030464 165100320  30308 772498752    0    0     0  1748 72662 28496 20  1 80  0  0
 7  0 1030464 165100320  30308 772498752    0    0     0     0 354536 22771 35  2 63  0  0
 7  0 1030464 165102400  30308 772498752    0    0     0     0 17786 13519  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1030464 165102848  30308 772498752    0    0     0   125 18898 14590  3  0 96  0  0
 6  0 1030464 165104912  30308 772498752    0    0     0  4181 13743 5965  4  0 96  0  0
 7  0 1030464 165103424  30308 772498752    0    0     0     0 14228 4798  3  0 96  0  0
 6  0 1030464 165104224  30308 772498752    0    0     0    10 15744 4749  4  0 96  0  0
 6  0 1030464 165108720  30308 772498816    0    0     0     0 14433 7171  3  0 97  0  0
 6  0 1030464 165120256  30308 772498816    0    0     0     0 13590 7411  3  0 97  0  0
 6  0 1030464 165119264  30308 772498816    0    0     0  3362 12453 5606  4  0 96  0  0
 6  0 1030464 165120304  30308 772498816    0    0     0    18 11803 4401  3  0 97  0  0
 6  0 1030464 165120464  30308 772498816    0    0     0     2 11339 4879  3  0 97  0  0
 6  0 1030464 165120608  30308 772498816    0    0     0   599 12353 4937  4  0 96  0  0
 6  0 1030464 165119696  30308 772498816    0    0     0     3 11855 6222  3  0 97  0  0
 6  0 1030464 165120784  30308 772498816    0    0     0     0 13089 5562  4  0 96  0  0
 6  0 1030464 165121120  30308 772498880    0    0     0   192 12329 5209  3  0 97  0  0
 6  0 1030464 165122416  30308 772498880    0    0     0     0 11183 4644  3  0 97  0  0
 6  0 1030464 165122624  30308 772498880    0    0     0     0 12607 4829  4  0 96  0  0
 6  0 1030464 165121696  30308 772498880    0    0     0     2 11731 5429  3  0 97  0  0
 8  0 1030464 165134640  30308 772498880    0    0     0    18 70952 13595 14  0 85  0  0
134  0 1030464 165134144  30308 772499008    0    0     0   109 124438 20281 25  1 74  0  0
136  0 1030464 164610256  30308 772499008    0    0     0   155 603660 16348 45  2 53  0  0
 7  0 1030464 165134896  30308 772499008    0    0     0    90 13317 4728  4  0 96  0  0
 7  0 1030464 165131936  30308 772499008    0    0     0     0 11596 5694  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1030464 165132096  30308 772499008    0    0     0     0 14611 5984  4  0 96  0  0
 6  0 1030464 165132384  30308 772499008    0    0     0     0 11918 4653  3  0 97  0  0
 6  0 1030464 165132704  30308 772499008    0    0     0   634 11137 4449  3  0 97  0  0
 6  0 1030464 165132992  30308 772499008    0    0     0   211 14277 5327  4  0 96  0  0
 7  0 1030464 165133040  30308 772499008    0    0     0  3204 12029 5533  3  0 97  0  0
 6  0 1030464 165130176  30308 772499072    0    0     0     0 11413 5967  3  0 97  0  0
 6  0 1030464 165130112  30308 772499072    0    0     0     0 13027 4901  4  0 96  0  0
 6  0 1030464 165130144  30308 772499072    0    0     0   188 11598 6558  3  0 97  0  0
 6  0 1030464 165130112  30308 772499072    0    0     0     0 10977 4560  3  0 97  0  0
 6  0 1030464 165130112  30308 772499072    0    0     0     2 12381 4774  4  0 96  0  0
 7  0 1030464 164593440  30308 772685440    0    0     0 347772 16225 5673  3  0 97  0  0
 6  0 1030464 165128976  30308 772499072    0    0     0    22 14385 6652  4  0 96  0  0
 6  0 1030464 165128992  30308 772499072    0    0     0     0 10960 4311  3  0 97  0  0
 6  0 1030464 165128832  30308 772499072    0    0     0     0 227262 14838 18  0 82  0  0
134  0 1030464 165129312  30308 772499072    0    0     0     0 337062 18105 23  1 76  0  0
 6  0 1030464 164408304  30308 772499072    0    0     0    11 428546 14422 37  2 61  0  0
 6  0 1030464 165128048  30308 772499072    0    0     0    46 20398 5921  4  0 96  0  0
 6  0 1030464 165127488  30308 772499072    0    0     0     3 13205 4504  4  0 96  0  0
 7  0 1030464 165128192  30308 772499072    0    0     0     0 10975 4025  3  0 97  0  0
 6  0 1030464 165127616  30308 772499072    0    0     0     0 16402 6081  4  0 96  0  0
 6  0 1030464 165127008  30308 772499136    0    0     0     0 12906 5845  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1030464 165127360  30308 772499136    0    0     0     0 13538 5054  4  0 96  0  0
 6  0 1030464 165127936  30308 772499136    0    0     0   118 12797 6417  3  0 96  0  0
 6  0 1030464 165126816  30308 772499136    0    0     0    52 11698 5364  3  0 97  0  0
 6  0 1030464 165126832  30308 772499136    0    0     0     0 13907 5529  4  0 96  0  0
 6  0 1030464 165131376  30308 772499136    0    0     0    12 13044 5658  3  0 96  0  0
 7  0 1030464 165131360  30308 772499136    0    0     0    24 13947 5222  4  0 96  0  0
 6  0 1030464 165130640  30308 772499136    0    0     0    16 14797 6313  3  0 96  0  0
 6  0 1030464 165131520  30308 772499136    0    0     0  3605 11879 4553  3  0 97  0  0
 6  0 1030464 165128128  30308 772499136    0    0     0    21 12183 5897  3  0 96  0  0
 6  0 1030464 165127488  30308 772499136    0    0     0     0 28841 10330  8  0 92  0  0
133  0 1030464 165127920  30308 772499200    0    0     0     0 77806 20102 25  1 75  0  0
134  0 1030464 164506336  30308 772499200    0    0     0   294 289208 16233 31  2 67  0  0
 8  0 1030464 165102944  30308 772499328    0    0     0   266 56949 25148  8  1 90  0  0
 7  0 1030464 165100832  30308 772499328    0    0     0   451 20227 18348  3  1 96  0  0
 8  0 1030464 165099648  30308 772499328    0    0     0     0 20552 18522  4  1 96  0  0
 7  0 1030464 165098176  30308 772499328    0    0     0  1600 18868 17994  3  1 96  0  0
 6  0 1030464 165074592  30308 772499328    0    0     0     0 18135 17316  3  1 96  0  0
 8  0 1030464 165073792  30308 772499392    0    0     0     0 21997 14990  4  1 95  0  0
 6  0 1030464 165072384  30308 772499392    0    0     0  2089 24093 14744  3  1 96  0  0
 6  0 1030464 165071872  30308 772499392    0    0     0    33 12996 5802  3  0 96  0  0
 6  0 1030464 165071808  30308 772499392    0    0     0     0 13597 5051  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1030464 165073184  30308 772499392    0    0     0     0 11371 4515  3  0 97  0  0
 6  1 1030464 165074432  30308 772499392    0    0     0   311 14204 6671  3  0 97  0  0
 6  0 1030464 165087648  30308 772499456    0    0     0   307 13690 5997  4  0 96  0  0
 6  0 1030464 165087552  30308 772499456    0    0     0    92 11428 5481  3  0 97  0  0
 6  0 1030464 165088096  30308 772499456    0    0     0     0 11612 4677  3  0 97  0  0
 7  0 1030464 165087536  30308 772499456    0    0     0     0 12322 4822  4  0 96  0  0
 6  0 1030464 165087264  30308 772499456    0    0     0     0 11442 4509  3  0 97  0  0
133  0 1030464 165087040  30308 772499456    0    0     0   140 72400 16648 20  0 79  0  0
140  0 1030464 165088192  30308 772499456    0    0     0  1584 188039 18812 27  1 72  0  0
 6  0 1030464 165119536  30308 772499456    0    0     0     0 208785 12584 27  2 71  0  0
 7  0 1030464 165117520  30308 772499520    0    0     0     0 12708 4537  4  0 96  0  0
 6  0 1030464 165117552  30308 772499520    0    0     0     0 12112 5349  3  0 97  0  0
 6  0 1030464 165117392  30308 772499520    0    0     0     0 12098 5400  3  0 97  0  0
 6  0 1030464 165123792  30308 772499520    0    0     0   158 13575 7445  4  0 96  0  0
 6  0 1030464 165120736  30308 772499584    0    0     0     0 11150 4208  3  0 97  0  0
 6  0 1030464 165120592  30308 772499584    0    0     0   173 13929 5392  4  0 96  0  0
 6  0 1030464 165122176  30308 772499584    0    0     0    98 11512 4695  3  0 97  0  0
 7  0 1030464 165122096  30308 772499584    0    0     0     0 10972 4592  3  0 97  0  0
 6  0 1030464 164783616  30308 772499584    0    0     0   114 13608 5376  4  0 96  0  0
 6  0 1030464 165120144  30308 772499584    0    0     0 347818 20845 7881  3  0 97  0  0
 6  0 1030464 165120960  30308 772499584    0    0     0   569 11058 4303  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1030464 165124080  30308 772499584    0    0     0   115 13429 5052  4  0 96  0  0
 6  0 1030464 165122176  30308 772499584    0    0     0  3047 11415 4366  3  0 97  0  0
 8  0 1030464 165122224  30308 772499584    0    0     0     0 11451 4397  3  0 97  0  0
 6  0 1030464 165123232  30308 772499584    0    0     0     0 13113 5514  4  0 96  0  0
133  0 1030464 165122560  30308 772499584    0    0     0     0 59387 15894 19  0 80  0  0
134  0 1030464 165122400  30308 772499584    0    0     0     0 79606 19237 27  1 73  0  0
 6  0 1030464 165122624  30308 772499584    0    0     0    14 330292 10297 30  2 68  0  0
 6  0 1030464 165122480  30308 772499584    0    0     0    26 11491 4363  3  0 97  0  0
 6  0 1030464 165122480  30308 772499584    0    0     0     0 14505 7683  4  0 96  0  0
 6  0 1030464 165122560  30308 772499584    0    0     0     0 19241 4112  3  0 97  0  0
 6  0 1030464 165122224  30308 772499584    0    0     0     0 16695 4078  3  0 97  0  0
 6  0 1030464 165123232  30308 772499648    0    0     0     0 28114 6303  4  0 96  0  0
 6  0 1030464 165123120  30308 772499648    0    0     0    31 11397 4635  3  0 97  0  0
 6  0 1030464 165121104  30308 772499648    0    0     0  2170 12146 5302  3  0 97  0  0
 6  0 1030464 165120960  30308 772499648    0    0     0     0 35318 4595  4  0 96  0  0
 6  0 1030464 165121792  30308 772499648    0    0     0     0 10686 4124  3  0 97  0  0
 7  0 1030464 165120656  30308 772499648    0    0     0     0 11133 4528  3  0 97  0  0
 7  0 1030464 165119872  30308 772499648    0    0     0     0 12942 5061  4  0 96  0  0
 6  0 1030464 165119408  30308 772499648    0    0     0  1515 12660 5506  4  0 96  0  0
 6  0 1030464 165121392  30308 772499648    0    0     0    18 11817 4440  3  0 96  0  0
 6  0 1030464 165120544  30308 772499648    0    0     0    64 36023 10786 11  0 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1030464 165124448  30308 772499648    0    0     0     0 69902 18487 22  1 78  0  0
 6  0 1030464 164415360  30308 772499648    0    0     0    10 372360 14807 36  2 62  0  0
 6  0 1030464 165133152  30308 772499648    0    0     0   547 13929 5722  4  0 96  0  0
 6  0 1030464 165124176  30308 772499648    0    0     0   240 12626 6019  3  0 97  0  0
 7  0 1030464 165122688  30308 772499648    0    0     0     0 13443 6787  3  0 96  0  0
 6  0 1030464 165123392  30308 772499712    0    0     0     0 12156 4505  4  0 96  0  0
 6  0 1030464 165122288  30308 772499712    0    0     0    16 12886 5656  3  0 97  0  0
 6  0 1030464 165122016  30308 772499712    0    0     0     0 14123 5909  4  0 96  0  0
 6  0 1030464 165121984  30308 772499712    0    0     0   854 12216 4435  3  0 97  0  0
 7  0 1030464 165096320  30308 772499648    0    0     0   303 32660 25344  4  1 96  0  0
 8  0 1030464 165097616  30308 772499840    0    0     0   323 18564 17501  4  0 96  0  0
 6  0 1030464 165095664  30308 772500352    0    0     0     0 18376 18807  3  0 96  0  0
 7  0 1030464 165094960  30308 772499904    0    0     0     0 18960 19612  3  0 96  0  0
 7  0 1030464 165095888  30308 772499904    0    0     0  2028 20450 17790  4  1 96  0  0
 6  0 1030464 165095264  30308 772499904    0    0     0  1551 17257 14197  3  0 96  0  0
 7  0 1030464 165095936  30308 772499904    0    0     0    79 16056 8666  3  0 96  0  0
 6  0 1030464 165095904  30308 772499904    0    0     0    13 13156 4849  4  0 96  0  0
133  0 1030464 165095904  30308 772499904    0    0     0     0 77942 18255 20  0 80  0  0
 7  0 1030464 165097632  30308 772499904    0    0     0   136 66594 17222 22  1 78  0  0
 7  0 1030464 165110240  30308 772499904    0    0     0    33 330830 15574 35  2 63  0  0
 7  0 1030464 165111808  30308 772499968    0    0     0   614 12971 6199  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
